Product code;Language;Product id;Category;List price;Price;Weight;Quantity;Min quantity;Shipping freight;Date added;Downloadable;Files;Ship downloadable;Inventory tracking;Free shipping;Zero price action;Thumbnail;Detailed image;Product name;Description;Meta keywords;Meta description;Search words;Page title;Taxes;Features;Options;Secondary categories;Pay by points;Override points;Override exchange rate;SEO name;Short description;Status
"ME800RU/A";"en";"1";"Планшеты///Apple";"31490.00";"31490.00";"0.000";"1";"0";"0.00";"27 Jul 2016 14:10:56";"N";"";"N";"B";"Y";"R";"";"exim/backup/images/1012094012.jpg#{[en]:;[ru]:;}";"Apple iPad mini 2";"";"";"";"";"";"НДС";"(Размер) Длина: O[200]; (Размер) Ширина: O[134.7]; (Размер) Высота: O[7.5]; Бренд: E[Apple]; Цвет: S[Space Gray]; Комплектация: M[адаптер питания///Кабель Lightning-USB]; Гарантия: S[1 год]; Год выпуска: S[2013]; Страна-изготовитель: S[Китай]; Страна бренда: S[США]; Процессор: S[A7 (2 ядра)]; Видеопроцессор: S[G6430]; Диагональ: S[7.9""]; Разрешение: S[2048x1536]; Технология матрицы: S[Retina IPS]; Число SIM-карт: S[1]; Форм-фактор SIM: S[Nano-SIM]; Встроенная память: S[16]; Оперативная память: S[1024]; Беспроводные подключения: M[3G///LTE///WiFi]; Bluetooth: S[4.0]; Операционная система: S[iOS]; Навигация: M[A-GPS///GPS///ГЛОНАСС]; Встроенные датчики: M[Акселерометр///Гироскоп///Датчик освещенности///Компас]; Разъемы: M[3.5 мм///Apple Lightning]; Функции камеры: M[Автофокус]; Разрешение фронтальной камеры: S[1.2]; Разрешение основной тыловой камеры: S[5]; Материал корпуса: M[Алюминий///Пластик]; Макс. время работы: S[10]; Емкость аккумулятора: S[6432]";"";"Планшеты";"Y";"N";"N";"";"";"A"
